대여대여소번호,반납대여소번호,대여,반납,총대여,총반납,차이,총차이,ScoreMag,ScoreRatio,lent_stationName,return_stationName,url
415,914,309,195,11826,9532,114,2294,2,0.226190476,DMC역 9번출구 앞,새절역 2번출구,http://map.daum.net/?sName=DMC역 9번출구 앞 대여소&eName=새절역 2번출구 대여소&target=bicycle
417,914,249,123,8832,6175,126,2657,2,0.338709677,DMC역 2번출구 옆,새절역 2번출구,http://map.daum.net/?sName=DMC역 2번출구 옆 대여소&eName=새절역 2번출구 대여소&target=bicycle
409,914,106,207,11080,13610,-101,-2530,2,0.322683706,누리꿈스퀘어 옆,새절역 2번출구,http://map.daum.net/?sName=누리꿈스퀘어 옆 대여소&eName=새절역 2번출구 대여소&target=bicycle
153,914,101,153,11604,12172,-52,-568,1,0.204724409,성산2교 사거리,새절역 2번출구,http://map.daum.net/?sName=성산2교 사거리 대여소&eName=새절역 2번출구 대여소&target=bicycle
412,914,115,199,8179,8505,-84,-326,1,0.267515924,DMC산학협력연구센터 앞,새절역 2번출구,http://map.daum.net/?sName=DMC산학협력연구센터 앞 대여소&eName=새절역 2번출구 대여소&target=bicycle
194,914,314,203,8218,8418,111,-200,2,0.214700193,증산교 앞,새절역 2번출구,http://map.daum.net/?sName=증산교 앞 대여소&eName=새절역 2번출구 대여소&target=bicycle
421,914,215,126,15379,17398,89,-2019,1,0.260997067,마포구청 앞,새절역 2번출구,http://map.daum.net/?sName=마포구청 앞 대여소&eName=새절역 2번출구 대여소&target=bicycle
114,176,322,77,13563,13818,245,-255,4,0.614035088,홍대입구역 8번출구 앞,명지대학교 도서관,http://map.daum.net/?sName=홍대입구역 8번출구 앞 대여소&eName=명지대학교 도서관 대여소&target=bicycle
110,176,130,78,4254,3058,52,1196,1,0.25,사천교,명지대학교 도서관,http://map.daum.net/?sName=사천교 대여소&eName=명지대학교 도서관 대여소&target=bicycle
115,176,142,64,8254,7077,78,1177,1,0.378640777,사루비아 빌딩 앞,명지대학교 도서관,http://map.daum.net/?sName=사루비아 빌딩 앞 대여소&eName=명지대학교 도서관 대여소&target=bicycle
107,176,85,137,12206,14037,-52,-1831,1,0.234234234,신한은행 서교동금융센터점 앞,명지대학교 도서관,http://map.daum.net/?sName=신한은행 서교동금융센터점 앞 대여소&eName=명지대학교 도서관 대여소&target=bicycle
168,176,143,93,2274,1469,50,805,1,0.211864407,남가좌동 사거리,명지대학교 도서관,http://map.daum.net/?sName=남가좌동 사거리 대여소&eName=명지대학교 도서관 대여소&target=bicycle
114,155,187,52,13563,13818,135,-255,2,0.564853556,홍대입구역 8번출구 앞,가좌역1 번출구 뒤,http://map.daum.net/?sName=홍대입구역 8번출구 앞 대여소&eName=가좌역1 번출구 뒤 대여소&target=bicycle
114,150,115,238,13563,13818,-123,-255,2,0.348441926,홍대입구역 8번출구 앞,서강대역 2번출구 앞,http://map.daum.net/?sName=홍대입구역 8번출구 앞 대여소&eName=서강대역 2번출구 앞 대여소&target=bicycle
146,150,90,142,10914,11574,-52,-660,1,0.224137931,마포역 1번출구 뒤,서강대역 2번출구 앞,http://map.daum.net/?sName=마포역 1번출구 뒤 대여소&eName=서강대역 2번출구 앞 대여소&target=bicycle
114,183,520,256,13563,13818,264,-255,5,0.340206186,홍대입구역 8번출구 앞,하늘채코오롱아파트 건너편,http://map.daum.net/?sName=홍대입구역 8번출구 앞 대여소&eName=하늘채코오롱아파트 건너편 대여소&target=bicycle
166,183,88,196,8122,8785,-108,-663,2,0.38028169,가재울 초등학교,하늘채코오롱아파트 건너편,http://map.daum.net/?sName=가재울 초등학교 대여소&eName=하늘채코오롱아파트 건너편 대여소&target=bicycle
176,183,157,336,8730,9930,-179,-1200,3,0.363083164,명지대학교 도서관,하늘채코오롱아파트 건너편,http://map.daum.net/?sName=명지대학교 도서관 대여소&eName=하늘채코오롱아파트 건너편 대여소&target=bicycle
106,183,164,88,17613,16584,76,1029,1,0.301587302,합정역 7번출구 앞,하늘채코오롱아파트 건너편,http://map.daum.net/?sName=합정역 7번출구 앞 대여소&eName=하늘채코오롱아파트 건너편 대여소&target=bicycle
170,183,158,282,5904,6518,-124,-614,2,0.281818182,가재울 뉴타운 주유소 옆,하늘채코오롱아파트 건너편,http://map.daum.net/?sName=가재울 뉴타운 주유소 옆 대여소&eName=하늘채코오롱아파트 건너편 대여소&target=bicycle
164,183,74,131,2998,2589,-57,409,1,0.27804878,북가좌1동 주민센터,하늘채코오롱아파트 건너편,http://map.daum.net/?sName=북가좌1동 주민센터 대여소&eName=하늘채코오롱아파트 건너편 대여소&target=bicycle
114,125,92,170,13563,13818,-78,-255,1,0.297709924,홍대입구역 8번출구 앞,서강대 남문 옆,http://map.daum.net/?sName=홍대입구역 8번출구 앞 대여소&eName=서강대 남문 옆 대여소&target=bicycle
114,152,205,111,13563,13818,94,-255,1,0.297468354,홍대입구역 8번출구 앞,마포구민체육센터 앞,http://map.daum.net/?sName=홍대입구역 8번출구 앞 대여소&eName=마포구민체육센터 앞 대여소&target=bicycle
115,152,171,71,8254,7077,100,1177,2,0.41322314,사루비아 빌딩 앞,마포구민체육센터 앞,http://map.daum.net/?sName=사루비아 빌딩 앞 대여소&eName=마포구민체육센터 앞 대여소&target=bicycle
108,152,226,149,8583,8757,77,-174,1,0.205333333,서교동 사거리,마포구민체육센터 앞,http://map.daum.net/?sName=서교동 사거리 대여소&eName=마포구민체육센터 앞 대여소&target=bicycle
109,152,263,159,9528,9202,104,326,2,0.246445498,제일빌딩 앞,마포구민체육센터 앞,http://map.daum.net/?sName=제일빌딩 앞 대여소&eName=마포구민체육센터 앞 대여소&target=bicycle
112,152,162,105,8678,8465,57,213,1,0.213483146,극동방송국 앞,마포구민체육센터 앞,http://map.daum.net/?sName=극동방송국 앞 대여소&eName=마포구민체육센터 앞 대여소&target=bicycle
114,116,334,200,13563,13818,134,-255,2,0.25093633,홍대입구역 8번출구 앞,일진아이윌아파트 옆,http://map.daum.net/?sName=홍대입구역 8번출구 앞 대여소&eName=일진아이윌아파트 옆 대여소&target=bicycle
115,116,249,147,8254,7077,102,1177,2,0.257575758,사루비아 빌딩 앞,일진아이윌아파트 옆,http://map.daum.net/?sName=사루비아 빌딩 앞 대여소&eName=일진아이윌아파트 옆 대여소&target=bicycle
106,116,151,84,17613,16584,67,1029,1,0.285106383,합정역 7번출구 앞,일진아이윌아파트 옆,http://map.daum.net/?sName=합정역 7번출구 앞 대여소&eName=일진아이윌아파트 옆 대여소&target=bicycle
103,116,231,117,10248,9142,114,1106,2,0.327586207,망원역 2번출구 앞,일진아이윌아파트 옆,http://map.daum.net/?sName=망원역 2번출구 앞 대여소&eName=일진아이윌아파트 옆 대여소&target=bicycle
114,184,175,106,13563,13818,69,-255,1,0.245551601,홍대입구역 8번출구 앞,SK망원동주유소 건너편,http://map.daum.net/?sName=홍대입구역 8번출구 앞 대여소&eName=SK망원동주유소 건너편 대여소&target=bicycle
106,184,239,138,17613,16584,101,1029,2,0.267904509,합정역 7번출구 앞,SK망원동주유소 건너편,http://map.daum.net/?sName=합정역 7번출구 앞 대여소&eName=SK망원동주유소 건너편 대여소&target=bicycle
103,184,264,162,10248,9142,102,1106,2,0.23943662,망원역 2번출구 앞,SK망원동주유소 건너편,http://map.daum.net/?sName=망원역 2번출구 앞 대여소&eName=SK망원동주유소 건너편 대여소&target=bicycle
114,151,161,98,13563,13818,63,-255,1,0.243243243,홍대입구역 8번출구 앞,망원1동주민센터,http://map.daum.net/?sName=홍대입구역 8번출구 앞 대여소&eName=망원1동주민센터 대여소&target=bicycle
106,151,467,259,17613,16584,208,1029,4,0.286501377,합정역 7번출구 앞,망원1동주민센터,http://map.daum.net/?sName=합정역 7번출구 앞 대여소&eName=망원1동주민센터 대여소&target=bicycle
114,195,146,90,13563,13818,56,-255,1,0.237288136,홍대입구역 8번출구 앞,모래내고가차도,http://map.daum.net/?sName=홍대입구역 8번출구 앞 대여소&eName=모래내고가차도 대여소&target=bicycle
183,195,81,247,15895,15355,-166,540,3,0.506097561,하늘채코오롱아파트 건너편,모래내고가차도,http://map.daum.net/?sName=하늘채코오롱아파트 건너편 대여소&eName=모래내고가차도 대여소&target=bicycle
114,126,113,183,13563,13818,-70,-255,1,0.236486486,홍대입구역 8번출구 앞,서강대 후문 옆,http://map.daum.net/?sName=홍대입구역 8번출구 앞 대여소&eName=서강대 후문 옆 대여소&target=bicycle
114,124,149,241,13563,13818,-92,-255,1,0.235897436,홍대입구역 8번출구 앞,서강대 정문 건너편,http://map.daum.net/?sName=홍대입구역 8번출구 앞 대여소&eName=서강대 정문 건너편 대여소&target=bicycle
118,124,128,203,7742,7577,-75,165,1,0.226586103,광흥창역 2번출구 앞,서강대 정문 건너편,http://map.daum.net/?sName=광흥창역 2번출구 앞 대여소&eName=서강대 정문 건너편 대여소&target=bicycle
1906,708,296,71,20295,19621,225,674,4,0.613079019,신도림역 1번 출구 앞,서울출입국관리사무소 앞,http://map.daum.net/?sName=신도림역 1번 출구 앞 대여소&eName=서울출입국관리사무소 앞 대여소&target=bicycle
1906,1931,223,71,20295,19621,152,674,3,0.517006803,신도림역 1번 출구 앞,개봉역(북측광장),http://map.daum.net/?sName=신도림역 1번 출구 앞 대여소&eName=개봉역(북측광장) 대여소&target=bicycle
1906,716,152,59,20295,19621,93,674,1,0.440758294,신도림역 1번 출구 앞,신정6동 주민센터 인근,http://map.daum.net/?sName=신도림역 1번 출구 앞 대여소&eName=신정6동 주민센터 인근 대여소&target=bicycle
1906,1933,215,87,20295,19621,128,674,2,0.42384106,신도림역 1번 출구 앞,개봉푸르지오아파트 상가,http://map.daum.net/?sName=신도림역 1번 출구 앞 대여소&eName=개봉푸르지오아파트 상가 대여소&target=bicycle
1929,1933,146,69,3135,2989,77,146,1,0.358139535,고척근린공원 고척도서관 앞,개봉푸르지오아파트 상가,http://map.daum.net/?sName=고척근린공원 고척도서관 앞 대여소&eName=개봉푸르지오아파트 상가 대여소&target=bicycle
1906,1966,219,91,20295,19621,128,674,2,0.412903226,신도림역 1번 출구 앞,한마을아파트 정문상가,http://map.daum.net/?sName=신도림역 1번 출구 앞 대여소&eName=한마을아파트 정문상가 대여소&target=bicycle
1908,1966,114,210,8098,8670,-96,-572,1,0.296296296,해원리바파크 육교 밑,한마을아파트 정문상가,http://map.daum.net/?sName=해원리바파크 육교 밑 대여소&eName=한마을아파트 정문상가 대여소&target=bicycle
1906,1928,207,95,20295,19621,112,674,2,0.370860927,신도림역 1번 출구 앞,고척스카이돔구장 광장,http://map.daum.net/?sName=신도림역 1번 출구 앞 대여소&eName=고척스카이돔구장 광장 대여소&target=bicycle
1907,1928,75,132,2640,2650,-57,-10,1,0.275362319,구일우성(아) 육교 밑,고척스카이돔구장 광장,http://map.daum.net/?sName=구일우성(아) 육교 밑 대여소&eName=고척스카이돔구장 광장 대여소&target=bicycle
1906,262,124,225,20295,19621,-101,674,2,0.289398281,신도림역 1번 출구 앞,영문초등학교 사거리,http://map.daum.net/?sName=신도림역 1번 출구 앞 대여소&eName=영문초등학교 사거리 대여소&target=bicycle
1906,272,128,78,20295,19621,50,674,1,0.242718447,신도림역 1번 출구 앞,당산육갑문,http://map.daum.net/?sName=신도림역 1번 출구 앞 대여소&eName=당산육갑문 대여소&target=bicycle
227,272,290,485,6651,8339,-195,-1688,3,0.251612903,양평2나들목 보행통로 입구,당산육갑문,http://map.daum.net/?sName=양평2나들목 보행통로 입구 대여소&eName=당산육갑문 대여소&target=bicycle
238,272,82,168,8430,8601,-86,-171,1,0.344,제2구민체육센타 앞,당산육갑문,http://map.daum.net/?sName=제2구민체육센타 앞 대여소&eName=당산육갑문 대여소&target=bicycle
247,272,615,274,16564,15920,341,644,6,0.383577053,당산역 10번출구 앞,당산육갑문,http://map.daum.net/?sName=당산역 10번출구 앞 대여소&eName=당산육갑문 대여소&target=bicycle
106,272,125,192,17613,16584,-67,1029,1,0.211356467,합정역 7번출구 앞,당산육갑문,http://map.daum.net/?sName=합정역 7번출구 앞 대여소&eName=당산육갑문 대여소&target=bicycle
1123,272,109,171,6092,6468,-62,-376,1,0.221428571,공암나루근린공원 관리사무소옆,당산육갑문,http://map.daum.net/?sName=공암나루근린공원 관리사무소옆 대여소&eName=당산육갑문 대여소&target=bicycle
267,272,154,87,5964,5464,67,500,1,0.278008299,삼성화재 사옥 옆,당산육갑문,http://map.daum.net/?sName=삼성화재 사옥 옆 대여소&eName=당산육갑문 대여소&target=bicycle
1158,272,93,161,13756,14373,-68,-617,1,0.267716535,가양역 8번출구,당산육갑문,http://map.daum.net/?sName=가양역 8번출구 대여소&eName=당산육갑문 대여소&target=bicycle
245,272,154,97,7642,7836,57,-194,1,0.227091633,삼성생명 당산사옥 앞,당산육갑문,http://map.daum.net/?sName=삼성생명 당산사옥 앞 대여소&eName=당산육갑문 대여소&target=bicycle
1906,241,132,215,20295,19621,-83,674,1,0.239193084,신도림역 1번 출구 앞,신길우성1차아파트 앞 공원,http://map.daum.net/?sName=신도림역 1번 출구 앞 대여소&eName=신길우성1차아파트 앞 공원 대여소&target=bicycle
1906,1925,771,482,20295,19621,289,674,5,0.230646449,신도림역 1번 출구 앞,동양미래대학교 정문 옆,http://map.daum.net/?sName=신도림역 1번 출구 앞 대여소&eName=동양미래대학교 정문 옆 대여소&target=bicycle
1906,1961,84,134,20295,19621,-50,674,1,0.229357798,신도림역 1번 출구 앞,신도림테크노근린공원,http://map.daum.net/?sName=신도림역 1번 출구 앞 대여소&eName=신도림테크노근린공원 대여소&target=bicycle
712,733,50,206,1864,2740,-156,-876,3,0.609375,강월초교입구 사거리,신정이펜하우스314동,http://map.daum.net/?sName=강월초교입구 사거리 대여소&eName=신정이펜하우스314동 대여소&target=bicycle
706,733,101,201,3416,4233,-100,-817,2,0.331125828,신정네거리역,신정이펜하우스314동,http://map.daum.net/?sName=신정네거리역 대여소&eName=신정이펜하우스314동 대여소&target=bicycle
710,733,118,260,1956,2030,-142,-74,2,0.375661376,서부화물트럭터미널 사거리,신정이펜하우스314동,http://map.daum.net/?sName=서부화물트럭터미널 사거리 대여소&eName=신정이펜하우스314동 대여소&target=bicycle
305,307,52,214,7458,7793,-162,-335,3,0.609022556,종로구청 옆,서울역사박물관 앞,http://map.daum.net/?sName=종로구청 옆 대여소&eName=서울역사박물관 앞 대여소&target=bicycle
305,354,79,186,7458,7793,-107,-335,2,0.403773585,종로구청 옆,포르투갈 대사관 앞,http://map.daum.net/?sName=종로구청 옆 대여소&eName=포르투갈 대사관 앞 대여소&target=bicycle
327,354,164,284,7393,6943,-120,450,2,0.267857143,낙원상가 옆,포르투갈 대사관 앞,http://map.daum.net/?sName=낙원상가 옆 대여소&eName=포르투갈 대사관 앞 대여소&target=bicycle
338,354,70,143,7569,6962,-73,607,1,0.342723005,세운스퀘어 앞,포르투갈 대사관 앞,http://map.daum.net/?sName=세운스퀘어 앞 대여소&eName=포르투갈 대사관 앞 대여소&target=bicycle
351,354,142,84,4211,4023,58,188,1,0.256637168,청운초교 앞 삼거리,포르투갈 대사관 앞,http://map.daum.net/?sName=청운초교 앞 삼거리 대여소&eName=포르투갈 대사관 앞 대여소&target=bicycle
305,349,117,194,7458,7793,-77,-335,1,0.247588424,종로구청 옆,사직동주민센터,http://map.daum.net/?sName=종로구청 옆 대여소&eName=사직동주민센터 대여소&target=bicycle
306,349,106,185,6507,5357,-79,1150,1,0.271477663,광화문역 7번출구 앞,사직동주민센터,http://map.daum.net/?sName=광화문역 7번출구 앞 대여소&eName=사직동주민센터 대여소&target=bicycle
304,349,96,160,5979,5598,-64,381,1,0.25,광화문역 2번출구 앞,사직동주민센터,http://map.daum.net/?sName=광화문역 2번출구 앞 대여소&eName=사직동주민센터 대여소&target=bicycle
2020,2058,329,80,3006,2470,249,536,4,0.608801956,장승배기역2번출구뒷편쪽,노량진동 맥도널드앞,http://map.daum.net/?sName=장승배기역2번출구뒷편쪽 대여소&eName=노량진동 맥도널드앞 대여소&target=bicycle
2013,2058,961,478,10096,7475,483,2621,9,0.335649757,장승배기역 5번출구,노량진동 맥도널드앞,http://map.daum.net/?sName=장승배기역 5번출구 대여소&eName=노량진동 맥도널드앞 대여소&target=bicycle
2057,2058,198,70,2184,1355,128,829,2,0.47761194,상도 아이파크 아파트,노량진동 맥도널드앞,http://map.daum.net/?sName=상도 아이파크 아파트 대여소&eName=노량진동 맥도널드앞 대여소&target=bicycle
2020,2050,433,149,3006,2470,284,536,5,0.487972509,장승배기역2번출구뒷편쪽,노량진역 5번출구,http://map.daum.net/?sName=장승배기역2번출구뒷편쪽 대여소&eName=노량진역 5번출구 대여소&target=bicycle
2013,2050,2994,993,10096,7475,2001,2621,40,0.501881114,장승배기역 5번출구,노량진역 5번출구,http://map.daum.net/?sName=장승배기역 5번출구 대여소&eName=노량진역 5번출구 대여소&target=bicycle
1302,1304,46,189,3900,3877,-143,23,2,0.608510638,한성대입구역6번출구 뒤,만해공원,http://map.daum.net/?sName=한성대입구역6번출구 뒤 대여소&eName=만해공원 대여소&target=bicycle
1302,1342,73,177,3900,3877,-104,23,2,0.416,한성대입구역6번출구 뒤,성북쉼터 앞,http://map.daum.net/?sName=한성대입구역6번출구 뒤 대여소&eName=성북쉼터 앞 대여소&target=bicycle
1302,1337,145,80,3900,3877,65,23,1,0.288888889,한성대입구역6번출구 뒤,돈암성당 옆,http://map.daum.net/?sName=한성대입구역6번출구 뒤 대여소&eName=돈암성당 옆 대여소&target=bicycle
2102,2136,69,279,26561,26904,-210,-343,4,0.603448276,봉림교 교통섬,신림역 8번출구,http://map.daum.net/?sName=봉림교 교통섬 대여소&eName=신림역 8번출구 대여소&target=bicycle
2111,2136,152,66,4549,4296,86,253,1,0.394495413,서울대입구역 1번출구,신림역 8번출구,http://map.daum.net/?sName=서울대입구역 1번출구 대여소&eName=신림역 8번출구 대여소&target=bicycle
2102,2135,126,331,26561,26904,-205,-343,4,0.448577681,봉림교 교통섬,신림역 5번출구,http://map.daum.net/?sName=봉림교 교통섬 대여소&eName=신림역 5번출구 대여소&target=bicycle
2106,2135,146,252,4513,6078,-106,-1565,2,0.266331658,난곡 새마을금고,신림역 5번출구,http://map.daum.net/?sName=난곡 새마을금고 대여소&eName=신림역 5번출구 대여소&target=bicycle
2102,2171,84,200,26561,26904,-116,-343,2,0.408450704,봉림교 교통섬,서울대입구역 5번출구,http://map.daum.net/?sName=봉림교 교통섬 대여소&eName=서울대입구역 5번출구 대여소&target=bicycle
2109,2171,249,377,6258,7811,-128,-1553,2,0.204472843,은천로입구 가로공원,서울대입구역 5번출구,http://map.daum.net/?sName=은천로입구 가로공원 대여소&eName=서울대입구역 5번출구 대여소&target=bicycle
2119,2171,218,113,4150,3982,105,168,2,0.317220544,중앙동 동진빌딩,서울대입구역 5번출구,http://map.daum.net/?sName=중앙동 동진빌딩 대여소&eName=서울대입구역 5번출구 대여소&target=bicycle
2108,2171,276,441,5185,5464,-165,-279,3,0.230125523,은천치안센터,서울대입구역 5번출구,http://map.daum.net/?sName=은천치안센터 대여소&eName=서울대입구역 5번출구 대여소&target=bicycle
2136,2171,243,373,7092,7283,-130,-191,2,0.211038961,신림역 8번출구,서울대입구역 5번출구,http://map.daum.net/?sName=신림역 8번출구 대여소&eName=서울대입구역 5번출구 대여소&target=bicycle
2164,2171,127,205,3614,3612,-78,2,1,0.234939759,관악우체국,서울대입구역 5번출구,http://map.daum.net/?sName=관악우체국 대여소&eName=서울대입구역 5번출구 대여소&target=bicycle
2102,2110,92,173,26561,26904,-81,-343,1,0.305660377,봉림교 교통섬,조원동 미성아파트,http://map.daum.net/?sName=봉림교 교통섬 대여소&eName=조원동 미성아파트 대여소&target=bicycle
2102,2106,705,429,26561,26904,276,-343,5,0.243386243,봉림교 교통섬,난곡 새마을금고,http://map.daum.net/?sName=봉림교 교통섬 대여소&eName=난곡 새마을금고 대여소&target=bicycle
1955,2106,174,115,8237,8018,59,219,1,0.204152249,디지털입구 교차로,난곡 새마을금고,http://map.daum.net/?sName=디지털입구 교차로 대여소&eName=난곡 새마을금고 대여소&target=bicycle
2105,2106,442,289,2425,2418,153,7,3,0.209302326,미성동 신림체육센터,난곡 새마을금고,http://map.daum.net/?sName=미성동 신림체육센터 대여소&eName=난곡 새마을금고 대여소&target=bicycle
2102,2115,156,96,26561,26904,60,-343,1,0.238095238,봉림교 교통섬,관악농협농산물백화점,http://map.daum.net/?sName=봉림교 교통섬 대여소&eName=관악농협농산물백화점 대여소&target=bicycle
1911,2115,340,517,14800,15147,-177,-347,3,0.206534422,구로디지털단지역 앞,관악농협농산물백화점,http://map.daum.net/?sName=구로디지털단지역 앞 대여소&eName=관악농협농산물백화점 대여소&target=bicycle
2110,2115,172,289,3053,2824,-117,229,2,0.253796095,조원동 미성아파트,관악농협농산물백화점,http://map.daum.net/?sName=조원동 미성아파트 대여소&eName=관악농협농산물백화점 대여소&target=bicycle
2102,2156,289,191,26561,26904,98,-343,1,0.204166667,봉림교 교통섬,농협 관악문성지점,http://map.daum.net/?sName=봉림교 교통섬 대여소&eName=농협 관악문성지점 대여소&target=bicycle
1911,2156,138,284,14800,15147,-146,-347,2,0.345971564,구로디지털단지역 앞,농협 관악문성지점,http://map.daum.net/?sName=구로디지털단지역 앞 대여소&eName=농협 관악문성지점 대여소&target=bicycle
2106,2156,88,211,4513,6078,-123,-1565,2,0.411371237,난곡 새마을금고,농협 관악문성지점,http://map.daum.net/?sName=난곡 새마을금고 대여소&eName=농협 관악문성지점 대여소&target=bicycle
905,945,239,943,8088,11050,-704,-2962,14,0.595600677,구파발역 2번출구,기자촌 사거리,http://map.daum.net/?sName=구파발역 2번출구 대여소&eName=기자촌 사거리 대여소&target=bicycle
905,941,613,1539,8088,11050,-926,-2962,18,0.430297398,구파발역 2번출구,은평뉴타운 도서관,http://map.daum.net/?sName=구파발역 2번출구 대여소&eName=은평뉴타운 도서관 대여소&target=bicycle
905,924,99,246,8088,11050,-147,-2962,2,0.426086957,구파발역 2번출구,메뚜기다리,http://map.daum.net/?sName=구파발역 2번출구 대여소&eName=메뚜기다리 대여소&target=bicycle
905,921,140,296,8088,11050,-156,-2962,3,0.357798165,구파발역 2번출구,신도고등학교,http://map.daum.net/?sName=구파발역 2번출구 대여소&eName=신도고등학교 대여소&target=bicycle
905,928,128,240,8088,11050,-112,-2962,2,0.304347826,구파발역 2번출구,은평역사한옥박물관,http://map.daum.net/?sName=구파발역 2번출구 대여소&eName=은평역사한옥박물관 대여소&target=bicycle
1008,1014,63,238,8222,10784,-175,-2562,3,0.581395349,암사역 3번출구(국민은행앞),강동구평생학습관앞,http://map.daum.net/?sName=암사역 3번출구(국민은행앞) 대여소&eName=강동구평생학습관앞 대여소&target=bicycle
1004,1014,59,222,4513,6431,-163,-1918,3,0.580071174,삼성광나루아파트 버스정류장,강동구평생학습관앞,http://map.daum.net/?sName=삼성광나루아파트 버스정류장 대여소&eName=강동구평생학습관앞 대여소&target=bicycle
1001,1014,96,176,6934,7075,-80,-141,1,0.294117647,광진교 남단 사거리(디지털프라자앞),강동구평생학습관앞,http://map.daum.net/?sName=광진교 남단 사거리(디지털프라자앞) 대여소&eName=강동구평생학습관앞 대여소&target=bicycle
1010,1014,96,195,7685,7616,-99,69,1,0.340206186,강동세무서,강동구평생학습관앞,http://map.daum.net/?sName=강동세무서 대여소&eName=강동구평생학습관앞 대여소&target=bicycle
1009,1014,140,88,12114,11462,52,652,1,0.228070175,천호역4번출구(현대백화점),강동구평생학습관앞,http://map.daum.net/?sName=천호역4번출구(현대백화점) 대여소&eName=강동구평생학습관앞 대여소&target=bicycle
1008,1012,80,159,8222,10784,-79,-2562,1,0.330543933,암사역 3번출구(국민은행앞),서울 상운차량,http://map.daum.net/?sName=암사역 3번출구(국민은행앞) 대여소&eName=서울 상운차량 대여소&target=bicycle
1008,1044,137,245,8222,10784,-108,-2562,2,0.282722513,암사역 3번출구(국민은행앞),굽은다리역,http://map.daum.net/?sName=암사역 3번출구(국민은행앞) 대여소&eName=굽은다리역 대여소&target=bicycle
1029,1044,148,80,6247,6417,68,-170,1,0.298245614,롯데 시네마,굽은다리역,http://map.daum.net/?sName=롯데 시네마 대여소&eName=굽은다리역 대여소&target=bicycle
1033,1044,191,112,3111,2705,79,406,1,0.260726073,고덕동 아남아파트,굽은다리역,http://map.daum.net/?sName=고덕동 아남아파트 대여소&eName=굽은다리역 대여소&target=bicycle
1027,1044,135,84,2484,2711,51,-227,1,0.232876712,프라자 아파트 앞,굽은다리역,http://map.daum.net/?sName=프라자 아파트 앞 대여소&eName=굽은다리역 대여소&target=bicycle
1008,1264,150,251,8222,10784,-101,-2562,2,0.251870324,암사역 3번출구(국민은행앞),천호역 10번 출구 앞,http://map.daum.net/?sName=암사역 3번출구(국민은행앞) 대여소&eName=천호역 10번 출구 앞 대여소&target=bicycle
1028,1264,197,103,2881,2855,94,26,1,0.313333333,포레스 주상복합 빌딩,천호역 10번 출구 앞,http://map.daum.net/?sName=포레스 주상복합 빌딩 대여소&eName=천호역 10번 출구 앞 대여소&target=bicycle
1011,1264,90,154,10393,10422,-64,-29,1,0.262295082,LIGA 아파트 앞,천호역 10번 출구 앞,http://map.daum.net/?sName=LIGA 아파트 앞 대여소&eName=천호역 10번 출구 앞 대여소&target=bicycle
1008,1010,108,164,8222,10784,-56,-2562,1,0.205882353,암사역 3번출구(국민은행앞),강동세무서,http://map.daum.net/?sName=암사역 3번출구(국민은행앞) 대여소&eName=강동세무서 대여소&target=bicycle
1004,1051,119,234,4513,6431,-115,-1918,2,0.325779037,삼성광나루아파트 버스정류장,양지시장 (용성약국앞) 입구,http://map.daum.net/?sName=삼성광나루아파트 버스정류장 대여소&eName=양지시장 (용성약국앞) 입구 대여소&target=bicycle
1001,1051,217,133,6934,7075,84,-141,1,0.24,광진교 남단 사거리(디지털프라자앞),양지시장 (용성약국앞) 입구,http://map.daum.net/?sName=광진교 남단 사거리(디지털프라자앞) 대여소&eName=양지시장 (용성약국앞) 입구 대여소&target=bicycle
1014,1051,185,90,4169,3409,95,760,1,0.345454545,강동구평생학습관앞,양지시장 (용성약국앞) 입구,http://map.daum.net/?sName=강동구평생학습관앞 대여소&eName=양지시장 (용성약국앞) 입구 대여소&target=bicycle
1004,1033,123,197,4513,6431,-74,-1918,1,0.23125,삼성광나루아파트 버스정류장,고덕동 아남아파트,http://map.daum.net/?sName=삼성광나루아파트 버스정류장 대여소&eName=고덕동 아남아파트 대여소&target=bicycle
1004,1009,290,455,4513,6431,-165,-1918,3,0.22147651,삼성광나루아파트 버스정류장,천호역4번출구(현대백화점),http://map.daum.net/?sName=삼성광나루아파트 버스정류장 대여소&eName=천호역4번출구(현대백화점) 대여소&target=bicycle
2353,2365,184,49,3242,2000,135,1242,2,0.579399142,강남구청역 2번출구 뒤,K+ 타워 앞,http://map.daum.net/?sName=강남구청역 2번출구 뒤 대여소&eName=K+ 타워 앞 대여소&target=bicycle
302,446,165,44,11460,10788,121,672,2,0.578947368,경복궁역 4번출구 뒤,상명대입구,http://map.daum.net/?sName=경복궁역 4번출구 뒤 대여소&eName=상명대입구 대여소&target=bicycle
117,446,208,344,10247,10327,-136,-80,2,0.246376812,홍은사거리,상명대입구,http://map.daum.net/?sName=홍은사거리 대여소&eName=상명대입구 대여소&target=bicycle
123,446,145,356,3813,4323,-211,-510,4,0.421157685,문화촌 공원,상명대입구,http://map.daum.net/?sName=문화촌 공원 대여소&eName=상명대입구 대여소&target=bicycle
302,310,161,95,11460,10788,66,672,1,0.2578125,경복궁역 4번출구 뒤,청계광장 옆,http://map.daum.net/?sName=경복궁역 4번출구 뒤 대여소&eName=청계광장 옆 대여소&target=bicycle
